池袋,0
新大塚,2
茗荷谷,4
後楽園,7
本郷三丁目,9
御茶ノ水,11
淡路町,12
大手町,14
東京,16
銀座,18
霞ヶ関,20
国会議事堂前,22
赤坂見附,25
四ツ谷,27
四谷三丁目,29
新宿御苑前,31
新宿三丁目,32
新宿,34
西新宿,36
中野坂上,38
新中野,40
東高円寺,41
新高円寺,43
南阿佐ヶ谷,45
荻窪,48
