代々木上原,0
代々木公園,1
明治神宮前,3
表参道,5
乃木坂,7
赤坂,9
国会議事堂前,11
霞ヶ関,13
日比谷,15
二重橋前,16
大手町,18
新御茶ノ水,20
湯島,22
根津,24
千駄木,26
西日暮里,28
町屋,30
北千住,35
綾瀬,38
