浅草,0
田原町,2
稲荷町,3
上野,5
上野広小路,7
末広町,8
神田,10
三越前,12
日本橋,14
京橋,15
銀座,17
新橋,19
虎ノ門,21
溜池山王,23
赤坂見附,24
青山一丁目,27
外苑前,28
表参道,30
渋谷,32
