西船橋,0
原木中山,2
妙典,5
行徳,7
南行徳,9
浦安,11
葛西,14
西葛西,15
南砂町,18
東陽町,20
木場,22
門前仲町,24
茅場町,26
日本橋,28
大手町,29
竹橋,31
九段下,33
飯田橋,35
神楽坂,37
早稲田,40
高田馬場,43
落合,46
中野,49
