大崎,0
五反田,2
目黒,4
恵比寿,6
渋谷,9
原宿,11
代々木,14
新宿,16
新大久保,18
高田馬場,20
目白,22
池袋,24
大塚,27
巣鴨,28
駒込,30
田端,33
西日暮里,34
日暮里,36
鶯谷,37
上野,39
御徒町,41
秋葉原,43
神田,45
東京,47
有楽町,48
新橋,50
浜松町,52
田町,54
品川,59
大崎,61
